dia;Operador;Modelo;Placa;Odometro Final;Odometro Inicial;Distancia Diaria;energy;kWh/km
05/06/2024;GRUPO MODELO;BYD T018 SWB;RE7708A;20991;20914;77;98,74;1,28
05/06/2024;UNILEVER;Fotón TM3;LG25459;1468;1403;65;22,18;0,34
05/06/2024;ANDESMAR;Nissan Leaf;AF298KU;6474;NULL;NULL;NULL;NULL
05/06/2024;LALA;BYD T45;LG26417;13124;13096;28;24,67;0,88
05/06/2024;SUPREME RESOURCES;BYD T018 SWB;A788AH;16771;16734;37;30,5;0,82
05/06/2024;LALA;BYD T45;RH1593A;14681;14651;30;23,17;0,77
05/06/2024;GRUPO MODELO;BYD T018 SWB;RE7711A;19522;19459;63;76,46;1,21
05/06/2024;LIVERPOOL;FORD eTransit;35J480;27575;27512;63;14,35;0,23
05/06/2024;LALA;BYD T45;31J868;17040;16999;41;31,25;0,76
05/06/2024;LALA;BYD T45;LG23191;248;248;0;0;NULL
05/06/2024;CEMEX;Q3MA;14BA7R;11705;11705;0;NULL;NULL
05/06/2024;LALA;BYD T45;16N961;20429;20376;53;32,01;0,6
05/06/2024;LALA;BYD T45;32J981;16400;16400;0;0;NULL
05/06/2024;LALA;JAC E10X;58J037;62;NULL;NULL;NULL;NULL
05/06/2024;LALA;BYD T45;33J145;15014;14981;33;27,12;0,82
05/06/2024;LALA;JAC E10X;58J046;82;79;3;0,45;0,15
05/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F433;142582;142408;174;28,77;0,17
05/06/2024;DHL-Brasil;JAC IEV1200T PLUS;GHQ8J41;13889;13744;145;NULL;NULL
05/06/2024;LALA;BYD T45;32J972;16043;16012;31;NULL;NULL
05/06/2024;HEINEKEN;BYD T018 SWB;19192;10137;10101;36;27,21;0,76
05/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;252596;252314;282;365,16;1,29
05/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F459;159392;159234;158;28,5;0,18
05/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A017;241173;240907;266;329,47;1,24
05/06/2024;ANDESMAR;Nissan Leaf;AF640FM;4569;4516;53;NULL;NULL
05/06/2024;LALA;BYD T45;32J974;16218;16181;37;30,04;0,81
05/06/2024;HEINEKEN;BYD T018 SWB;19194;12225;12194;31;32,66;1,05
05/06/2024;LIVERPOOL;Renault Kangoo;33J570;18841;18787;54;8,02;0,15
05/06/2024;LALA;BYD T45;LG23192;204;178;26;18,79;0,72
05/06/2024;LALA;BYD T45;PX1148B;100;100;0;0;NULL
05/06/2024;LALA;BYD T45;32J980;20703;20651;52;38,61;0,74
05/06/2024;LALA;JAC E10X;58J362;68;62;6;0,62;0,1
05/06/2024;GRUPO MODELO;BYD T018 SWB;RE7716A;25426;25323;103;122,65;1,19
05/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;1210276;209882;209595;287;371,64;1,29
05/06/2024;LALA;BYD T45;LG23166;178;178;0;0;NULL
05/06/2024;ANDESMAR;Nissan Leaf;AF396WR;21287;21224;63;NULL;NULL
05/06/2024;SIGMA ALIMENTOS;JAC E10X;28J427;46289;46190;99;15,54;0,16
05/06/2024;LALA;BYD T45;LG23179;208;208;0;0;NULL
05/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A010;245366;245088;278;344,33;1,24
05/06/2024;MAXUS;AT EV 2.5;LSF1L2303PD200773;4728;4629;99;NULL;NULL
05/06/2024;LALA;JAC E10X;57J996;46;42;4;0,51;0,13
05/06/2024;BOSQUES DE SANTA FE;JAC EJ7;42F134;124232;124093;139;24,37;0,18
05/06/2024;BIMBO;BYD T4C;49J620;2843;2806;37;15,94;0,43
05/06/2024;DHL-Brasil;JAC IEV1200T PLUS;EMA3G24;13089;13089;0;NULL;NULL
05/06/2024;GRUPO MODELO;BYD T018 SWB;RE7701A;23757;23678;79;88,65;1,12
05/06/2024;LALA;BYD T45;16N963;15726;NULL;NULL;NULL;NULL
05/06/2024;SIGMA ALIMENTOS;JAC E10X;28J439;44706;44612;94;12,69;0,14
06/06/2024;LALA;BYD T45;LG23176;178;178;0;0;NULL
06/06/2024;LALA;JAC E10X;57J996;46;46;0;0;NULL
06/06/2024;ANDESMAR;Nissan Leaf;AF640FM;4593;4569;24;NULL;NULL
06/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A009;244389;243609;780;966,11;1,24
06/06/2024;LALA;BYD T45;31J867;13536;13512;24;19,48;0,81
06/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A014;250941;250637;304;393,65;1,29
06/06/2024;GRUPO MODELO;VW eDelivery;RN4491A;7016;6972;44;25,52;0,58
06/06/2024;LALA;JAC E10X;57J869;114;114;0;0;NULL
06/06/2024;ANDESMAR;Nissan Leaf;AF640FI;1402;1400;2;NULL;NULL
06/06/2024;MERCADO LIBRE;BYD T45;38J602;4710;NULL;NULL;NULL;NULL
06/06/2024;LIVERPOOL;Renault Kangoo;33J570;18911;18841;70;10,4;0,15
06/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;252858;252596;262;339,26;1,29
06/06/2024;LALA;BYD T45;31J780;21122;21070;52;32,43;0,62
06/06/2024;LIVERPOOL;Renault Kangoo;24J527;90610;90418;192;34,85;0,18
06/06/2024;HEINEKEN;BYD T018 SWB;19194;12260;12225;35;36,87;1,05
06/06/2024;BOSQUES DE SANTA FE;JAC EJ7;28F749;136141;135919;222;43,38;0,2
06/06/2024;LALA;BYD T45;PX1147B;116;116;0;0;NULL
06/06/2024;GRUPO MODELO;VW eDelivery;RD1185A;5038;5005;33;30,36;0,92
06/06/2024;LALA;BYD T45;PX1148B;100;100;0;0;NULL
06/06/2024;LIVERPOOL;JAC E Sunray;25J829;19411;19387;24;9,07;0,38
06/06/2024;LALA;BYD T45;LG23180;234;216;18;12,47;0,69
06/06/2024;LALA;BYD T45;32J980;20745;20703;42;31,19;0,74
06/06/2024;GRUPO MODELO;BYD T018 SWB;RE7713A;19687;19654;33;38,54;1,17
06/06/2024;LIVERPOOL;JAC E Sunray;27J202;13923;13862;61;24,74;0,41
06/06/2024;GRUPO MODELO;BYD T018 SWB;RE7700A;21989;21891;98;114,45;1,17
06/06/2024;GRUPO MODELO;BYD T018 SWB;RE7711A;19604;19522;82;99,52;1,21
06/06/2024;LALA;BYD T45;32J973;15161;15161;0;0;NULL
06/06/2024;GRUPO MODELO;BYD T018 SWB;RE7701A;23898;23757;141;158,22;1,12
06/06/2024;BIMBO;BYD T4C;49J620;2879;2843;36;15,51;0,43
06/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A012;243920;243645;275;356,1;1,29
06/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A010;245652;245366;286;354,24;1,24
06/06/2024;GRUPO MODELO;BYD T018 SWB;RE7716A;25542;25426;116;138,13;1,19
06/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F433;142731;142582;149;24,63;0,17
06/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;1210276;210139;209882;257;332,79;1,29
06/06/2024;GRUPO MODELO;BYD T018 SWB;RE7702A;4678;NULL;NULL;NULL;NULL
06/06/2024;GRUPO MODELO;BYD T018 SWB;RE7115A;20666;20598;68;79,42;1,17
06/06/2024;LALA;BYD T45;EU2281C;100;100;0;0;NULL
06/06/2024;SIGMA ALIMENTOS;JAC E10X;28J427;46390;46289;101;15,86;0,16
06/06/2024;ANDESMAR;Nissan Leaf;AF396WR;21327;21287;40;NULL;NULL
06/06/2024;BOSQUES DE SANTA FE;JAC EJ7;42F134;124363;124232;131;22,97;0,18
06/06/2024;SUPREME RESOURCES;BYD T45;A737AG;12174;12026;148;57,14;0,39
06/06/2024;MAXUS;AT EV 2.5;LSF1L2301PD200772;4741;4624;117;NULL;NULL
06/06/2024;LIVERPOOL;FORD eTransit;32J307;13673;13674;0;0;NULL
06/06/2024;UNILEVER;Fotón S3;LG02465;7636;7599;37;23,54;0,64
06/06/2024;LALA;BYD T45;31J868;17076;17040;36;27,44;0,76
06/06/2024;HEINEKEN;BYD T018 SWB;19193;7501;7477;24;21,43;0,89
06/06/2024;LIVERPOOL;FORD eTransit;35J480;27697;27575;122;27,79;0,23
06/06/2024;LALA;BYD T45;EU2283C;118;118;0;0;NULL
06/06/2024;LALA;JAC E10X;58J361;72;72;0;0;NULL
06/06/2024;CEMEX;Q3MA;14BA7R;11706;11705;1;NULL;NULL
06/06/2024;LALA;BYD T45;FB0486B;13867;13834;33;22,87;0,69
06/06/2024;LALA;BYD T45;RH1593A;14721;14681;40;30,89;0,77
06/06/2024;DEMOS;Yutong E12;DEMO-12M-MTY;51379;51379;0;0;NULL
06/06/2024;LALA;BYD T45;16N961;20488;20429;59;35,63;0,6
06/06/2024;DHL-Brasil;JAC IEV1200T PLUS;EMA3G24;13223;13089;134;NULL;NULL
06/06/2024;LALA;BYD T45;32J981;16401;16400;1;0,63;0,63
06/06/2024;SUPREME RESOURCES;BYD T018 SWB;A788AH;16807;16771;36;29,68;0,82
06/06/2024;UNILEVER;Fotón S3;LG02452;7780;7743;37;19,76;0,53
06/06/2024;LALA;BYD T45;33J145;15051;15014;37;30,4;0,82
06/06/2024;SIGMA ALIMENTOS;JAC E10X;28J439;44808;44706;102;13,77;0,14
06/06/2024;LALA;BYD T45;LG23182;228;228;0;0;NULL
06/06/2024;DHL-Brasil;JAC IEV1200T PLUS;GHQ8J41;14017;13889;128;NULL;NULL
06/06/2024;MAXUS;AT EV 2.5;LSF1L2303PD200773;4847;4728;119;NULL;NULL
06/06/2024;LALA;BYD T45;32J972;16073;16043;30;NULL;NULL
06/06/2024;LALA;BYD T45;SY3462D;20354;20318;36;18,89;0,52
06/06/2024;GRUPO MODELO;BYD T018 SWB;RE7708A;21045;20991;54;69,25;1,28
06/06/2024;UNILEVER;Fotón TM3;LG25459;1502;1468;34;11,6;0,34
06/06/2024;LALA;BYD T45;RN1592A;17183;17132;51;43,42;0,85
06/06/2024;LALA;BYD T45;LG26417;13157;13124;33;29,08;0,88
06/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A017;241462;241173;289;357,96;1,24
06/06/2024;ANDESMAR;Nissan Leaf;AF298KU;6683;6474;209;25,92;0,12
06/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A011;245450;245189;261;337,97;1,29
06/06/2024;LALA;JAC E10X;58J046;82;82;0;0;NULL
06/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A016;249175;248870;305;394,94;1,29
06/06/2024;LALA;BYD T45;EU2280C;123;123;0;0;NULL
06/06/2024;LALA;BYD T45;LG23179;227;208;19;13,92;0,73
06/06/2024;LALA;BYD T45;32J974;16254;16218;36;29,22;0,81
06/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A015;251872;251594;278;344,33;1,24
06/06/2024;LALA;BYD T45;16N963;15726;15726;0;0;NULL
06/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F459;159533;159392;141;25,43;0,18
06/06/2024;HEINEKEN;BYD T018 SWB;19192;10189;10137;52;39,3;0,76
07/06/2024;LALA;JAC E10X;57J998;110;110;0;0;NULL
07/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A016;249460;249175;285;369,05;1,29
07/06/2024;HEINEKEN;BYD T018 SWB;19192;10223;10189;34;25,69;0,76
07/06/2024;ANDESMAR;Nissan Leaf;AF298KU;6797;6683;114;14,14;0,12
07/06/2024;LALA;JAC E10X;58J361;89;72;17;2,03;0,12
07/06/2024;UNILEVER;Fotón TM3;LG25459;1529;1502;27;9,21;0,34
07/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A010;245842;245652;190;235,33;1,24
07/06/2024;LALA;BYD T45;FB0486B;13897;13867;30;20,79;0,69
07/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A009;244518;244389;129;159,78;1,24
07/06/2024;MERCADO LIBRE;BYD T45;38J602;4710;4710;0;0;NULL
07/06/2024;LALA;BYD T45;EU2283C;126;118;8;4,75;0,59
07/06/2024;ANDESMAR;Nissan Leaf;AF396WR;21342;21327;15;NULL;NULL
07/06/2024;UNILEVER;Fotón S3;LG02465;7636;7636;0;0;NULL
07/06/2024;MAXUS;AT EV 2.5;LSF1L2303PD200773;4927;4847;80;NULL;NULL
07/06/2024;UNILEVER;Fotón S3;LG02452;7817;7780;37;19,76;0,53
07/06/2024;LALA;BYD T45;LG23182;254;228;26;21,62;0,83
07/06/2024;MAXUS;AT EV 2.5;LSF1L2301PD200772;4819;4741;78;NULL;NULL
07/06/2024;LALA;BYD T45;EU2280C;124;123;1;0,7;0,7
07/06/2024;SUPREME RESOURCES;BYD T45;A737AG;12365;12174;191;73,75;0,39
07/06/2024;GRUPO MODELO;BYD T018 SWB;RE7700A;22115;21989;126;147,16;1,17
07/06/2024;ANDESMAR;Nissan Leaf;AF640FI;1405;1402;3;NULL;NULL
07/06/2024;LALA;BYD T45;EU2193C;122;122;0;0;NULL
07/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A011;245762;245450;312;404,01;1,29
07/06/2024;LALA;BYD T45;LG23190;180;180;0;0;NULL
07/06/2024;GRUPO MODELO;BYD T018 SWB;RE7708A;21123;21045;78;100,03;1,28
07/06/2024;SUPREME RESOURCES;BYD T018 SWB;A788AH;16880;16807;73;60,18;0,82
07/06/2024;LALA;BYD T45;LG23191;255;248;7;5,2;0,74
07/06/2024;LALA;BYD T45;33J145;15092;15051;41;33,69;0,82
07/06/2024;ANDESMAR;Nissan Leaf;AF640FM;4611;4593;18;NULL;NULL
07/06/2024;LALA;BYD T45;LG23192;204;204;0;0;NULL
07/06/2024;LIVERPOOL;Renault Kangoo;33J570;18989;18911;78;11,58;0,15
07/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A012;244184;243920;264;341,85;1,29
07/06/2024;BIMBO;BYD T4C;49J620;2925;2879;46;19,82;0,43
07/06/2024;LALA;BYD T45;LG26417;13186;13157;29;25,55;0,88
07/06/2024;SIGMA ALIMENTOS;JAC E10X;28J439;44897;44808;89;12,02;0,14
07/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;253117;252858;259;335,38;1,29
07/06/2024;LALA;BYD T45;32J980;20796;20745;51;37,87;0,74
07/06/2024;GRUPO MODELO;BYD T018 SWB;RE7711A;19655;19604;51;61,9;1,21
07/06/2024;LALA;BYD T45;LG23176;186;178;8;4,59;0,57
07/06/2024;GRUPO MODELO;BYD T018 SWB;RE7115A;20694;20666;28;32,7;1,17
07/06/2024;LALA;BYD T45;LG23166;178;178;0;0;NULL
07/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F433;142962;142731;231;38,19;0,17
07/06/2024;LALA;BYD T45;32J974;16298;16254;44;35,72;0,81
07/06/2024;LALA;BYD T45;PX1147B;116;116;0;0;NULL
07/06/2024;SIGMA ALIMENTOS;JAC E10X;28J427;46488;46390;98;15,39;0,16
07/06/2024;LIVERPOOL;Renault Kangoo;24J527;90733;90610;123;22,32;0,18
07/06/2024;LIVERPOOL;JAC E Sunray;27J202;13961;13923;38;15,41;0,41
07/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F459;159696;159533;163;29,4;0,18
07/06/2024;LALA;BYD T45;32J972;16101;16073;28;NULL;NULL
07/06/2024;DHL-Brasil;JAC IEV1200T PLUS;GHQ8J41;14152;14017;135;NULL;NULL
07/06/2024;LALA;BYD T45;31J868;17115;17076;39;29,73;0,76
07/06/2024;LIVERPOOL;FORD eTransit;35J480;27768;27697;71;16,17;0,23
07/06/2024;LALA;BYD T45;RH1593A;14752;14721;31;23,94;0,77
07/06/2024;LALA;BYD T45;RN1592A;17224;17183;41;34,91;0,85
07/06/2024;LALA;BYD T45;31J867;13569;13536;33;26,79;0,81
07/06/2024;GRUPO MODELO;BYD T018 SWB;RE7713A;19790;19687;103;120,29;1,17
07/06/2024;BOSQUES DE SANTA FE;JAC EJ7;28F749;136329;136141;188;36,73;0,2
07/06/2024;PEPSICO;BYD T4C;LA95BN27XN01C0011;892;798;94;26,21;0,28
07/06/2024;LIVERPOOL;FORD eTransit;32J307;13678;13673;5;1,31;0,26
07/06/2024;LALA;BYD T45;SY3462D;20390;20354;36;18,89;0,52
07/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A014;251196;250941;255;330,2;1,29
07/06/2024;LALA;BYD T45;31J780;21176;21122;54;33,68;0,62
07/06/2024;LALA;JAC E10X;57J995;59;NULL;NULL;NULL;NULL
07/06/2024;DHL-Brasil;JAC IEV1200T PLUS;EMA3G24;13358;13223;135;NULL;NULL
07/06/2024;BOSQUES DE SANTA FE;JAC EJ7;42F134;124540;124363;177;31,04;0,18
07/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;1210276;210428;210139;289;374,23;1,29
07/06/2024;LALA;BYD T45;LG23170;181;181;0;0;NULL
07/06/2024;GRUPO MODELO;BYD T018 SWB;RE7716A;25654;25542;112;133,37;1,19
07/06/2024;LALA;BYD T45;16N963;15726;15726;0;0;NULL
07/06/2024;GRUPO MODELO;VW eDelivery;RD1185A;5039;5038;1;0,92;0,92
07/06/2024;LALA;JAC E10X;58J036;55;NULL;NULL;NULL;NULL
07/06/2024;GRUPO MODELO;BYD T018 SWB;RE7701A;23993;23898;95;106,6;1,12
07/06/2024;DEMOS;Yutong E12;DEMO-12M-MTY;51380;51379;1;1,05;1,05
07/06/2024;BOSQUES DE SANTA FE;JAC EJ7;80F209;155704;155664;40;7,01;0,18
07/06/2024;GRUPO MODELO;VW eDelivery;RN4491A;7050;7016;34;19,72;0,58
07/06/2024;LALA;BYD T45;16N961;20540;20488;52;31,4;0,6
07/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A015;252082;251872;210;260,11;1,24
07/06/2024;HEINEKEN;BYD T018 SWB;19194;12319;12260;59;62,15;1,05
07/06/2024;LALA;JAC E10X;58J360;49;NULL;NULL;NULL;NULL
07/06/2024;HEINEKEN;BYD T018 SWB;19193;7525;7501;24;21,43;0,89
07/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A017;241752;241462;290;359,19;1,24
08/06/2024;BOSQUES DE SANTA FE;JAC EJ7;42F134;124576;124540;36;6,31;0,18
08/06/2024;HEINEKEN;BYD T018 SWB;19194;12369;12319;50;52,67;1,05
08/06/2024;LALA;BYD T45;LG23191;255;255;0;0;NULL
08/06/2024;SIGMA ALIMENTOS;JAC E10X;28J439;44992;44897;95;12,83;0,14
08/06/2024;LALA;BYD T45;LPESKB3B6N0000082;160;160;0;0;NULL
08/06/2024;LALA;BYD T45;LG23178;160;160;0;0;NULL
08/06/2024;ANDESMAR;Nissan Leaf;AF640FI;1408;1405;3;NULL;NULL
08/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F459;159862;159696;166;29,94;0,18
08/06/2024;ANDESMAR;Nissan Leaf;AF298KU;6896;6797;99;12,28;0,12
08/06/2024;LALA;BYD T45;LG26417;13219;13186;33;29,08;0,88
08/06/2024;GRUPO MODELO;BYD T018 SWB;RE7713A;19879;19790;89;103,94;1,17
08/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;1210276;210690;210428;262;339,26;1,29
08/06/2024;SIGMA ALIMENTOS;JAC E10X;28J427;46578;46488;90;14,13;0,16
08/06/2024;BOSQUES DE SANTA FE;JAC EJ7;28F749;136594;136329;265;51,78;0,2
08/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A016;249727;249460;267;345,74;1,29
08/06/2024;DHL-Brasil;JAC IEV1200T PLUS;EMA3G24;13357;13358;0;NULL;NULL
08/06/2024;MAXUS;AT EV 2.5;LSF1L2301PD200772;5041;4819;222;NULL;NULL
08/06/2024;LALA;BYD T45;LG23192;204;204;0;0;NULL
08/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F433;143194;142962;232;38,36;0,17
08/06/2024;ANDESMAR;Nissan Leaf;AF396WR;21371;21342;29;NULL;NULL
08/06/2024;LALA;JAC E10X;57J996;59;46;13;1,67;0,13
08/06/2024;MAXUS;AT EV 2.5;LSF1L2303PD200773;4934;4927;7;NULL;NULL
08/06/2024;BOSQUES DE SANTA FE;JAC EJ7;80F209;155973;155704;269;47,17;0,18
08/06/2024;GRUPO MODELO;BYD T018 SWB;RE7700A;22233;22115;118;137,81;1,17
08/06/2024;LALA;BYD T45;LG23176;186;186;0;0;NULL
08/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;253404;253117;287;371,64;1,29
08/06/2024;HEINEKEN;BYD T018 SWB;19193;7551;7525;26;23,22;0,89
08/06/2024;GRUPO MODELO;BYD T018 SWB;RE7701A;24170;23993;177;198,61;1,12
08/06/2024;GRUPO MODELO;VW eDelivery;RN4491A;7105;7050;55;31,9;0,58
08/06/2024;LALA;BYD T45;32J972;16129;16101;28;NULL;NULL
08/06/2024;LALA;BYD T45;31J780;21232;21176;56;34,93;0,62
08/06/2024;GRUPO MODELO;BYD T018 SWB;RE7115A;20747;20694;53;61,9;1,17
08/06/2024;GRUPO MODELO;BYD T018 SWB;RE7711A;19699;19655;44;53,4;1,21
08/06/2024;LALA;BYD T45;FB0486B;13930;13897;33;22,87;0,69
08/06/2024;LALA;BYD T45;EU2281C;100;100;0;0;NULL
08/06/2024;LALA;BYD T45;SY3462D;20408;20390;18;9,44;0,52
08/06/2024;LALA;BYD T45;LG23170;181;181;0;0;NULL
08/06/2024;DHL-Brasil;JAC IEV1200T PLUS;GHQ8J41;14152;14152;0;NULL;NULL
08/06/2024;LALA;BYD T45;LG23182;254;254;0;0;NULL
08/06/2024;LALA;BYD T45;33J145;15119;15092;27;22,19;0,82
08/06/2024;LIVERPOOL;FORD eTransit;32J307;13765;13678;87;22,73;0,26
08/06/2024;LALA;JAC E10X;58J037;79;62;17;2,14;0,13
08/06/2024;SUPREME RESOURCES;BYD T45;A737AG;12402;12365;37;14,29;0,39
08/06/2024;LALA;JAC E10X;58J036;55;55;0;0;NULL
08/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A014;251426;251196;230;297,83;1,29
08/06/2024;LALA;BYD T45;LG23166;178;178;0;0;NULL
08/06/2024;LALA;BYD T45;31J868;17140;17115;25;19,06;0,76
08/06/2024;HEINEKEN;BYD T018 SWB;19192;10259;10223;36;27,21;0,76
08/06/2024;LIVERPOOL;JAC E Sunray;27J202;14013;13961;52;21,09;0,41
08/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A010;246084;245842;242;299,74;1,24
08/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A015;252218;252082;136;168,45;1,24
08/06/2024;LIVERPOOL;Renault Kangoo;33J570;18990;18989;1;0,15;0,15
08/06/2024;LIVERPOOL;FORD eTransit;35J480;27828;27768;60;13,67;0,23
08/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A017;242026;241752;274;339,38;1,24
08/06/2024;GRUPO MODELO;VW eDelivery;RD1185A;5039;5039;0;0;NULL
08/06/2024;LALA;BYD T45;RH1593A;14791;14752;39;30,12;0,77
08/06/2024;LALA;BYD T45;LPESKB3B4N0000078;164;164;0;0;NULL
08/06/2024;BIMBO;BYD T4C;49J620;2970;2925;45;19,39;0,43
08/06/2024;LALA;BYD T45;32J980;20833;20796;37;27,47;0,74
08/06/2024;SUPREME RESOURCES;BYD T018 SWB;A788AH;16915;16880;35;28,85;0,82
08/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A011;246048;245762;286;370,34;1,29
08/06/2024;LALA;BYD T45;16N963;15726;15726;0;0;NULL
08/06/2024;ANDESMAR;Nissan Leaf;AF640FM;4613;4611;2;NULL;NULL
08/06/2024;LIVERPOOL;JAC E Sunray;25J829;19411;19411;0;0;NULL
08/06/2024;LALA;BYD T45;LG23185;160;160;0;0;NULL
08/06/2024;GRUPO MODELO;BYD T018 SWB;RE7708A;21204;21123;81;103,87;1,28
08/06/2024;LALA;BYD T45;32J974;16346;16298;48;38,97;0,81
08/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A012;244467;244184;283;366,46;1,29
08/06/2024;LALA;BYD T45;16N961;20595;20540;55;33,21;0,6
08/06/2024;LALA;BYD T45;RN1592A;17259;17224;35;29,8;0,85
08/06/2024;LALA;BYD T45;LG23179;227;227;0;0;NULL
08/06/2024;LALA;BYD T45;LG23190;180;180;0;0;NULL
08/06/2024;CEMEX;Q3MA;14BA7R;11706;11706;0;NULL;NULL
08/06/2024;LALA;BYD T45;32J973;15161;15161;0;0;NULL
08/06/2024;GRUPO MODELO;BYD T018 SWB;RE7716A;25701;25654;47;55,97;1,19
08/06/2024;LALA;BYD T45;EU2193C;122;122;0;0;NULL
08/06/2024;LALA;BYD T45;LG23186;159;159;0;0;NULL
08/06/2024;LALA;BYD T45;LG23180;234;234;0;0;NULL
08/06/2024;LALA;BYD T45;31J867;13596;13569;27;21,92;0,81
09/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A012;244764;244467;297;384,59;1,29
09/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A013;253699;253404;295;382;1,29
09/06/2024;DHL-Brasil;JAC IEV1200T PLUS;EMA3G24;13357;13357;0;NULL;NULL
09/06/2024;ANDESMAR;Nissan Leaf;AF640FM;4613;4613;0;NULL;NULL
09/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A011;246301;246048;253;327,61;1,29
09/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A014;251427;251426;1;1,29;1,29
09/06/2024;BOSQUES DE SANTA FE;JAC EJ7;28F749;136854;136594;260;50,8;0,2
09/06/2024;GRUPO MODELO;BYD T018 SWB;RE7708A;21269;21204;65;83,36;1,28
09/06/2024;GRUPO MODELO;BYD T018 SWB;RE7700A;22233;22233;0;0;NULL
09/06/2024;DHL-Brasil;JAC IEV1200T PLUS;GHQ8J41;14152;14152;0;NULL;NULL
09/06/2024;GRUPO MODELO;BYD T018 SWB;RE7716A;25787;25701;86;102,41;1,19
09/06/2024;LALA;BYD T45;LG23166;178;178;0;0;NULL
09/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A015;252263;252218;45;55,74;1,24
09/06/2024;BOSQUES DE SANTA FE;JAC EJ7;80F209;156239;155973;266;46,64;0,18
09/06/2024;LIVERPOOL;FORD eTransit;35J480;27828;27828;0;0;NULL
09/06/2024;LALA;BYD T45;32J972;16129;16129;0;NULL;NULL
09/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F433;143553;143194;359;59,35;0,17
09/06/2024;LALA;BYD T45;LG23186;159;159;0;0;NULL
09/06/2024;GRUPO MODELO;VW eDelivery;RD1185A;5039;5039;0;0;NULL
09/06/2024;LALA;BYD T45;LPESKB3B4N0000078;164;164;0;0;NULL
09/06/2024;GRUPO MODELO;BYD T018 SWB;RE7701A;24170;24170;0;0;NULL
09/06/2024;LALA;BYD T45;31J867;13596;13596;0;0;NULL
09/06/2024;LALA;JAC E10X;57J996;59;59;0;0;NULL
09/06/2024;BOSQUES DE SANTA FE;JAC EJ7;42F134;124586;124576;10;1,75;0,18
09/06/2024;HEINEKEN;BYD T018 SWB;19193;7551;7551;0;0;NULL
09/06/2024;BOSQUES DE SANTA FE;JAC EJ7;26F459;160196;159862;334;60,24;0,18
09/06/2024;METROBUS-L3;Yutong E18 ZK6180BEVG;003A010;246162;246084;78;96,61;1,24
09/06/2024;ANDESMAR;Nissan Leaf;AF396WR;21371;21371;0;NULL;NULL
09/06/2024;LALA;BYD T45;33J145;15119;15119;0;0;NULL
09/06/2024;LIVERPOOL;FORD eTransit;32J307;13765;13765;0;0;NULL
09/06/2024;GRUPO MODELO;BYD T018 SWB;RE7711A;19699;19699;0;0;NULL
